Name,Country,Local,Floor,Apartment,Parking
Ilana Mizrahi,972,548476187,0,106,1153
Lior Shmueli,972,587885280,26,136,1073
Ariel Peretz,972,519169140,24,112,102
Lior Cohen,972,597818279,19,81,964
Ilana Shalom,972,505022409,11,101,342
Michal Avitan,972,586261828,19,67,994
Ariel Avraham,972,588547566,11,30,794
Itay Moyal,972,508860878,10,120,1127
Tamar Mizrahi,972,593844559,0,49,139
Vered Dahan,972,549779956,30,52,702
Hadar Shalom,972,518265295,13,53,214
Aviv Mizrahi,972,551127823,17,103,984
Yona Biton,972,551025475,6,159,1205
Yuval Sultan,972,559616593,24,24,1286
Itay Halimi,972,579757703,26,143,197
Yossi Halimi,972,587560258,22,193,914
Shira Kaplan,972,548932463,6,135,579
Dalia BenAmi,972,511404990,8,200,654
Tal Koren,972,540684382,26,140,711
Tamar Cohen,972,517400132,6,142,718
Omer Koren,972,576500356,18,73,1167
Shira Melamed,972,567043982,25,46,616
Barak Weiss,972,536959203,29,32,699
Or Avraham,972,513902948,28,89,1446
Hila Kimchi,972,562586347,16,184,432
Ilana BenAri,972,587872409,9,85,66
Roi Avitan,972,590741525,11,9,866
Kfir Ninio,972,536064298,19,131,146
Gal Derby,972,575575750,13,40,831
Shelly Cohen,972,589457195,1,113,1043
Lior Sabag,972,540275506,13,172,108
Gadi Sultan,972,544808140,16,147,828
Omer Malka,972,534972412,11,111,1301
Hila Gold,972,587219474,7,5,44
Eli Shalom,972,556378833,13,132,393
Lior Levi,972,566138048,24,69,727
Barak Tal,972,524702319,28,154,1281
Shira Gabbay,972,504774587,1,186,409
Talia Sultan,972,531242659,7,42,674
Nadav Lupin,972,547263910,9,84,888
Vered Dayan,972,571581785,27,143,326
Yarden Shalom,972,523542669,7,135,578
Dalia Sultan,972,573723489,28,20,951
Dor Sela,972,531727440,6,72,1282
Alon Alfasi,972,597198655,21,169,1033
Noa Shapira,972,592906667,26,157,757
Gal Sabag,972,534044910,4,157,256
Talia Lupin,972,535062536,13,176,1174
Eli Lupin,972,585524503,2,157,263
Talia Koren,972,506881966,30,26,326
Nadav Kaplan,972,509196087,25,85,909
Vered Halimi,972,518507972,15,140,301
Noy Ninio,972,554666436,0,180,374
Gadi Avitan,972,565492968,22,162,1111
Asaf Sabag,972,573355278,12,109,789
Itay Halabi,972,514428045,8,32,1089
Ilana Mizrahi,972,506692223,14,183,383
Aviv Gold,972,540287474,23,117,393
Yael Lupin,972,598286846,18,119,376
Yona Golani,972,556557521,29,157,602
Talia Sultan,972,565265306,1,148,925
Nadav Amar,972,502633279,25,51,54
Noy Kimchi,972,594407884,14,107,896
Alon Hazan,972,516782376,30,166,928
Tal Avraham,972,533086758,24,199,1187
Sharon Alfasi,972,595988674,26,21,278
Ariel Hazan,972,578954686,6,78,1105
Gal Dahan,972,585449469,21,118,236
Daniel Avitan,972,560119788,3,193,894
Daniel Gabbay,972,598445413,29,92,216
Yarden Sabag,972,512891324,18,124,1434
Yuval Mor,972,596954350,4,49,646
Asaf Avitan,972,586673907,17,34,67
Rotem Sharabi,972,524192067,6,179,98
Tal Ashkenazi,972,543135227,13,27,671
Dor Levi,972,578785232,24,192,355
Idan Alfasi,972,510526738,27,182,420
Lior Avraham,972,545561980,10,97,347
Gal Shmueli,972,550225234,12,14,295
Itay Lupin,972,573492018,25,194,887
Ronen Avraham,972,575756717,13,62,1419
Shira Avraham,972,555607069,1,68,1107
Ilana Gold,972,502247937,13,60,755
Dor Shalom,972,523852485,17,133,489
Idan Melamed,972,583888060,23,22,1121
Ilana Amar,972,552543895,12,154,378
Yuval Haddad,972,500061088,28,35,986
Gal Avitan,972,554791171,27,195,1022
Rotem Halimi,972,534251795,10,174,1349
Yarden Peretz,972,512922425,22,189,1319
Erez Peretz,972,502246960,3,139,1296
Gadi Hazan,972,553382247,4,115,293
Barak Amar,972,581881360,6,104,1011
Nadav Mizrahi,972,575044937,6,76,858
Kfir Shmueli,972,584726736,24,14,430
Itay Cohen,972,534267725,15,24,1364
Dor Levi,972,546180590,21,7,228
Rotem Sultan,972,513980574,28,122,350
Yarden Mizrahi,972,581354821,15,85,619
Kfir Peretz,972,503442326,14,126,991
Leah Dayan,972,539582510,9,131,249
Yael Azoulay,972,508028369,15,138,1485
Lior Sabag,972,539284677,30,52,110
Dor BenAmi,972,567270548,10,63,463
Noy Kimchi,972,581244966,1,54,489
Rina Haddad,972,558667574,21,111,135
Ariel Biton,972,520552133,12,198,512
Yossi Sabag,972,507822661,22,157,1007
Ariel Azoulay,972,540306957,17,147,1279
Shelly Melamed,972,505701629,14,141,1110
Tal Tal,972,556352007,21,29,1135
Omer Golan,972,516850767,22,39,907
Lior Elbaz,972,572916552,30,55,1298
Tamar Gold,972,541450490,2,136,1145
Yuval Sasson,972,521868754,18,95,644
Michal Avraham,972,560317194,21,80,846
Or Koren,972,534769426,24,61,625
Yarden Tzadok,972,548110927,16,33,146
Asaf Melamed,972,569729607,10,15,1162
Tamar Sultan,972,515689012,19,113,1192
Lior Lupin,972,522728622,12,82,902
Gal Levi,972,594747036,0,179,1389
Shai Malka,972,522059998,2,179,788
Talia Baruch,972,572403090,0,82,1339
Hila Shapira,972,547739886,28,198,915
Ariel Halimi,972,572009484,6,197,1270
Gal Sasson,972,577838766,20,6,313
Talia Sabag,972,572908196,1,5,847
Aviv BenAmi,972,599165248,25,106,470
Rotem Amar,972,509508581,6,189,310
Hadar Gold,972,548659026,27,25,240
Dor Elbaz,972,501289842,6,179,3
Tal Dayan,972,527499806,24,22,997
Noa BenAri,972,503450454,23,113,1308
Lior Gold,972,510400977,22,57,1322
Shai Sasson,972,550166889,8,48,1384
Tamar Tal,972,527720046,9,109,961
Adi Halabi,972,576091586,26,31,1237
Yoav Halabi,972,562118916,3,192,515
Dor Golan,972,566171288,7,51,608
Shira Shalom,972,595894821,17,192,48
Gal Tal,972,507808090,16,148,180
Sharon Shalom,972,599152411,26,125,408
Yona Peretz,972,580253639,30,85,1439
Lior Shapira,972,544945291,7,74,692
Nadav Mor,972,527470149,8,155,416
Yael Kaplan,972,576109970,19,7,449
Rina Haddad,972,516181421,8,106,768
Leah Sharabi,972,555244390,27,1,1025
Michal Tal,972,507790432,20,44,1298
Or Halimi,972,526377487,28,132,1315
Idan Sasson,972,534482308,5,181,114
Yoav Derby,972,522002467,27,198,1306
Leah Peretz,972,553911447,24,200,1491
Alon Avitan,972,598773650,28,195,485
Leah Gabbay,972,587685001,3,127,1017
Lior Elbaz,972,545493262,30,167,1250
Adi Sela,972,521879616,3,164,1233
Adi Sasson,972,585914866,26,8,272
Hila Tzadok,972,551562602,29,9,688
Aviv BenAmi,972,576045557,4,151,563
Eli Moyal,972,511830577,9,93,912
Omer Lupin,972,546868766,0,61,675
Or Halimi,972,550326787,2,18,202
Idan Weiss,972,529546124,0,8,929
Talia Dahan,972,538387057,12,35,648
Ariel Ashkenazi,972,552637481,14,26,828
Maya Tal,972,568466069,8,168,914
Michal BenAri,972,593015163,2,9,417
Itay Derby,972,569916622,25,106,1259
Yael Azoulay,972,594998768,18,79,1151
Noy Melamed,972,559214184,12,173,547
Idan Melamed,972,537694222,20,88,986
Yona Sasson,972,531767536,7,45,1408
Maya Gabbay,972,547156021,17,49,850
Eli Ashkenazi,972,505480231,15,45,1283
Aviv Sharabi,972,584547037,19,109,1289
Noa Lupin,972,575697209,23,7,207
Shai BenAri,972,520891716,8,122,709
Nadav Alfasi,972,501709535,8,131,1347
Ronen Tzadok,972,547735621,24,62,1479
Yuval Halimi,972,518536417,20,107,59
Roi Baruch,972,596185662,10,130,1167
Barak Melamed,972,529432650,1,138,193
Michal Tzadok,972,534232310,23,189,1307
Aviv Gabbay,972,570504512,4,44,1004
Yona BenAri,972,571345494,24,106,505
Ronen Hazan,972,590167498,0,157,577
Barak Halabi,972,567900778,14,130,332
Talia Golan,972,550457868,22,79,846
Omer Ashkenazi,972,554637415,29,140,963
Tal Gabbay,972,595105124,30,138,511
Adi Mizrahi,972,590073047,28,29,796
Omer Tal,972,597929080,8,106,879
Ariel Azoulay,972,560395057,0,176,574
Or Kaplan,972,522268830,26,70,381
Ilana BenAmi,972,592663591,15,40,1217
Dalia BenAmi,972,592344902,18,146,628
Itay Peretz,972,533763932,30,141,658
Noy Tzadok,972,535861735,22,194,1018
Michal Kaplan,972,501480942,18,186,147
Adi Sasson,972,515030840,16,5,232
Asaf Cohen,972,584282154,1,58,1335
Or Dahan,972,599109315,2,56,861
Rotem Shapira,972,566659813,7,169,1268
Noa Shmueli,972,546013069,10,148,49
Shelly Shalom,972,516251585,18,125,1082
Shai Haddad,972,574883265,27,82,747
Idan Cohen,972,599688866,22,89,693
Lior Golan,972,589537547,17,134,192
Hadar Dayan,972,565809040,17,32,365
Talia Tzadok,972,541410265,18,101,408
Yoav Alfasi,972,563447482,7,83,209
Shira Hazan,972,518182402,30,63,1217
Maya Dayan,972,515759053,18,42,600
Dana Golan,972,559556665,28,84,104
Gal Mor,972,504052199,12,129,674
Shai Golani,972,509109140,6,98,207
Itay Tzadok,972,589430645,11,25,1319
Maya Weiss,972,500985986,4,53,976
Hadar Ninio,972,557245907,10,150,700
Talia Haddad,972,513559452,12,1,481
Asaf Golan,972,504323676,12,161,1024
Hadar Golani,972,502727956,18,32,1462
Ilana Mizrahi,972,501825165,21,44,1018
Noy Halabi,972,556134732,14,68,46
Leah Levi,972,506332457,30,154,1059
Talia Golani,972,557518026,6,196,1090
Sharon Gold,972,521232057,23,78,881
Shira Peretz,972,575911419,29,154,135
Ariel Avitan,972,534521486,22,2,50
Omer Sultan,972,593004630,14,163,1452
Talia Mor,972,596243288,5,140,45
Hila Cohen,972,577795443,2,173,156
Tamar Melamed,972,544574490,30,112,726
Asaf Sela,972,504814448,8,49,786
Ronen Lupin,972,507651198,15,12,296
Itay Baruch,972,561011448,15,178,110
Shai Malka,972,545156109,28,131,680
Ilana Sharabi,972,519234993,3,166,224
Adi Levi,972,550521667,22,30,633
Yarden Tal,972,522557765,18,115,357
Adi Malka,972,578022656,2,140,1386
Ariel Sabag,972,511543468,23,107,78
Shelly Amar,972,501535214,24,133,1217
Shelly Tal,972,574504453,20,78,144
Maya Mor,972,500010905,25,145,1175
Idan Elbaz,972,513140379,20,186,1276
Talia Mizrahi,972,501004219,11,71,781
Tamar Hazan,972,570422248,7,178,1223
Rina Hazan,972,581636599,4,65,899
Daniel Avitan,972,585319134,10,188,1453
Nadav Gold,972,538849557,22,197,237
Yossi Kimchi,972,578097500,1,165,270
Yossi Levi,972,569718328,19,33,407
Gadi Sasson,972,510944278,25,29,232
Dana Golan,972,554037662,14,87,1407
Tal Sharabi,972,535382205,20,163,1201
Shai Sultan,972,539832436,30,177,691
Ronen Golani,972,587054324,22,49,840
Yael Mizrahi,972,565234374,28,9,609
Barak Dahan,972,591223773,9,114,1056
Noy BenAmi,972,505882060,2,165,1385
Shai Shmueli,972,590644035,3,18,1222
Dalia BenAmi,972,556002691,19,90,176
Kfir Koren,972,538747807,21,184,1298
Tal Sasson,972,509088771,20,80,1254
Ilana Shalom,972,500237450,29,78,1172
Gadi Kimchi,972,546569131,29,84,968
Nadav Shmueli,972,520929653,24,82,1131
Or Golani,972,578905451,1,29,634
Tamar Elbaz,972,555092755,22,166,1426
Ilana Sharabi,972,527494855,3,145,15
Kfir Koren,972,560156839,0,80,668
Tamar Avitan,972,528531776,4,31,872
Dana Halabi,972,586899982,28,25,1255
Shai Kaplan,972,502787643,4,115,1494
Dana Golani,972,546398225,28,6,526
Itay Mizrahi,972,546237167,23,18,240
Rina Avitan,972,585966471,11,109,924
Yossi Alfasi,972,540327407,16,166,911
Vered Baruch,972,591665786,21,195,694
Yarden Alfasi,972,588436906,24,114,117
Tal Gabbay,972,555198249,0,14,508
Noa Koren,972,595586001,20,128,1227
Asaf Levi,972,552134494,9,150,839
Adi Derby,972,593608407,0,195,495
Yarden Tzadok,972,545112166,3,125,226
Dana Cohen,972,506836638,11,62,1257
Ariel Sasson,972,506335041,25,175,8
Yuval Dayan,972,577589388,2,112,995
Barak Azoulay,972,585235913,22,72,502
Shira Kimchi,972,584497901,15,109,706
Rotem Baruch,972,543572823,15,8,186
Idan Weiss,972,562305951,17,91,14
Aviv Cohen,972,558016772,19,17,20
Noy Weiss,972,504327007,17,20,298
Shai Derby,972,560882122,8,118,1203
Itay Ashkenazi,972,566753765,25,65,824
Yona Sultan,972,564825303,28,141,1171
Sharon Alfasi,972,522356401,1,190,1119
Tamar Ashkenazi,972,531737785,27,137,89
Noa Mor,972,599561628,14,98,1369
Tal Avraham,972,517875090,11,122,582
Talia Shapira,972,578957393,0,69,314

